loan_id,borrower_id,borrower_name,borrower_contact,borrower_email,borrower_id_number,amount,principal_amount,rate,interest_rate,term_months,origination_date,status,current_status,payment_history_json,risk_score,region
ABF000011,BRW000011,Distribuidora Martín,Diego Martín Rodríguez,diego.martín@distribuidoramartín.mx,HHWB227581485,22902.49,22902.49,0.3136,31.36,36,2023-09-15,current,current,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12386.05}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10895.87}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10967.91}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13326.28}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8608.81}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12080.18}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5455.16}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7921.37}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11378.7}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6025.88}, {""month"": 11, ""status"": ""late"", ""days_late"": 5, ""amount_paid"": 9693.97}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6843.64}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14410.64}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13221.16}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5740.82}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5536.09}, {""month"": 17, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10628.4}, {""month"": 18, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14939.18}, {""month"": 19, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12644.43}, {""month"": 20, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12907.41}, {""month"": 21, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10225.73}, {""month"": 22, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9427.21}, {""month"": 23, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14900.31}, {""month"": 24, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11210.27}, {""month"": 25, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12400.89}, {""month"": 26, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7077.88}, {""month"": 27, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11604.28}, {""month"": 28, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6738.14}, {""month"": 29, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5026.76}]",715,Tijuana
ABF000012,BRW000012,Importadora Sánchez,Ana Sánchez Álvarez,ana.sánchez@importadorasánchez.mx,QMLB212840MSP,29135.26,29135.26,0.4004,40.04,24,2023-05-26,current,current,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11886.78}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14426.76}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9937.95}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5398.61}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8223.22}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5913.27}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13359.59}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14507.86}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11722.82}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5402.32}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9705.01}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14160.73}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10853.3}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9917.26}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8479.61}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11701.34}, {""month"": 17, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8298.04}, {""month"": 18, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7882.18}, {""month"": 19, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13135.66}, {""month"": 20, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9548.26}, {""month"": 21, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8232.74}, {""month"": 22, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9041.75}, {""month"": 23, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14881.19}, {""month"": 24, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10425.94}]",705,Tijuana
ABF000013,BRW000013,Exportadora Muñoz,Diego Muñoz Pérez,diego.muñoz@exportadoramuñoz.mx,OJXN882749ITA,27269.01,27269.01,0.3522,35.22,12,2024-07-18,defaulted,defaulted,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11477.1}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6539.71}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14326.53}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7918.62}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12054.12}, {""month"": 6, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 7, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 8, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 9, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 10, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 11, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 12, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}]",406,Tijuana
ABF000014,BRW000014,Importadora Navarro,Cristina Navarro González,cristina.navarro@importadoranavarro.mx,WWJI778006XZQ,96977.84,96977.84,0.4158,41.58,36,2024-08-24,current,current,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8324.4}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8772.1}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13696.02}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7388.06}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13560.13}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8181.76}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14134.3}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14884.14}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11520.19}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14648.24}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14653.54}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6003.65}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5997.12}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5153.48}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13709.33}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5748.28}, {""month"": 17, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7650.23}]",759,Querétaro
ABF000015,BRW000015,Exportadora García,Fernando García Ramírez,fernando.garcía@exportadoragarcía.mx,HORT064927LCM,210223.84,210223.84,0.3595,35.95,18,2023-04-11,current,current,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5561.19}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9306.87}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9120.52}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6800.57}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11094.92}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11831.35}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10831.57}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11379.05}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11668.41}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9652.53}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10465.98}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14452.36}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7991.54}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11903.14}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8021.22}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13533.35}, {""month"": 17, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8813.64}, {""month"": 18, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7958.72}]",779,Hermosillo
ABF000016,BRW000016,Comercial Navarro,Patricia Navarro Díaz,patricia.navarro@comercialnavarro.mx,DYHM081467YFQ,157146.84,157146.84,0.3542,35.42,24,2023-09-14,delinquent,delinquent,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14034.04}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8089.33}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10795.74}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5901.33}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12474.81}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6321.6}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14714.9}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14134.87}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7569.7}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9818.48}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12465.59}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6151.7}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6407.57}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13601.41}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14799.42}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13045.88}, {""month"": 17, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12906.82}, {""month"": 18, ""status"": ""late"", ""days_late"": 9, ""amount_paid"": 6235.89}, {""month"": 19, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12490.12}, {""month"": 20, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8810.25}, {""month"": 21, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8714.74}, {""month"": 22, ""status"": ""late"", ""days_late"": 60, ""amount_paid"": 5250.25}, {""month"": 23, ""status"": ""missed"", ""days_late"": 0, ""amount_paid"": 0}, {""month"": 24, ""status"": ""late"", ""days_late"": 71, ""amount_paid"": 5632.17}]",618,Monterrey
ABF000017,BRW000017,Importadora López,María López García,maría.lópez@importadoralópez.mx,UGIE075747I3I,223834.11,223834.11,0.28,28,18,2024-02-29,current,current,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9446.96}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8626.86}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8673.35}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11448.27}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7758.81}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14490.11}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5916.73}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11394.93}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5505.79}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14888.21}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7052.06}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10542.08}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13130.53}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12743.69}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10959.82}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14840.28}, {""month"": 17, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10402.15}, {""month"": 18, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6099.26}]",821,Hermosillo
ABF000018,BRW000018,Comercial Serrano,Lucía Serrano Suárez,lucía.serrano@comercialserrano.mx,ZPJP262183RKT,96109.07,96109.07,0.28,28,24,2023-02-14,current,current,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13472.99}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6079.62}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9435.62}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8221.12}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6261.92}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10853.65}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8809.04}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7948.98}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9301.99}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6144.14}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13777.06}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13654.92}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13880.91}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13274.19}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12296.13}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8125.24}, {""month"": 17, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14535.93}, {""month"": 18, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9742.68}, {""month"": 19, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5853.64}, {""month"": 20, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12445.89}, {""month"": 21, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6301.15}, {""month"": 22, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14566.25}, {""month"": 23, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11700.13}, {""month"": 24, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13736.07}]",840,Aguascalientes
ABF000019,BRW000019,Importadora Álvarez,Beatriz Álvarez Torres,beatriz.álvarez@importadoraálvarez.mx,BKPA321230Q6D,107120.95,107120.95,0.4308,43.08,36,2024-09-28,current,current,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12026.99}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8398.25}, {""month"": 3, ""status"": ""late"", ""days_late"": 14, ""amount_paid"": 6432.51}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5695.85}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14718.1}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10304.83}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9536.46}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8116.37}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14414.07}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13833.42}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12544.36}, {""month"": 12, ""status"": ""late"", ""days_late"": 2, ""amount_paid"": 7721.03}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9856.62}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7731.67}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6138.18}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7832.46}]",773,Puebla
ABF000020,BRW000020,Comercial Ramos,Dolores Ramos Ramos,dolores.ramos@comercialramos.mx,EUMT749566VM5,90439.69,90439.69,0.3551,35.51,18,2024-05-27,current,current,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9362.2}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5778.63}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9292.84}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11401.42}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9050.32}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6718.73}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9600.97}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8618.53}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6058.63}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9004.5}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13705.24}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7215.72}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5763.79}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10306.05}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12762.28}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14582.23}, {""month"": 17, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6476.9}, {""month"": 18, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7559.68}]",644,Guadalajara
ABF000021,BRW000021,Distribuidora Jiménez,Dolores Jiménez González,dolores.jiménez@distribuidorajiménez.mx,XIRR1705634PY,66201.29,66201.29,0.3379,33.79,24,2024-04-25,current,current,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5568.9}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5767.31}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13552.93}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10070.68}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10543.16}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13958.77}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13098.16}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8215.27}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6508.61}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6035.02}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8434.38}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10045.49}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7477.44}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9394.22}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6587.46}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7828.94}, {""month"": 17, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8383.67}, {""month"": 18, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12892.27}, {""month"": 19, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5659.12}, {""month"": 20, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11783.79}, {""month"": 21, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12237.34}]",768,Aguascalientes
ABF000022,BRW000022,Exportadora Ramos,Pilar Ramos Martín,pilar.ramos@exportadoraramos.mx,NKEF680439PI4,99123.85,99123.85,0.3534,35.34,18,2023-04-06,current,current,"[{""month"": 1, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7141.93}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9862.71}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6375.65}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13444.28}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12708.75}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13836.82}, {""month"": 7, ""status"": ""late"", ""days_late"": 6, ""amount_paid"": 13763.93}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10972.46}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6808.46}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11247.4}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12211.83}, {""month"": 12, ""status"": ""late"", ""days_late"": 6, ""amount_paid"": 11763.63}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9441.99}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12485.37}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 10340.11}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13086.24}, {""month"": 17, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 13351.13}, {""month"": 18, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 14471.3}]",712,Guadalajara
ABF000023,BRW000023,Importadora Domínguez,Elena Domínguez López,elena.domínguez@importadoradomínguez.mx,LPGK609055ZJE,34446.71,34446.71,0.3668,36.68,18,2023-06-14,current,current,"[{""month"": 1, ""status"": ""late"", ""days_late"": 1, ""amount_paid"": 8964.54}, {""month"": 2, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8861.66}, {""month"": 3, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 7245.39}, {""month"": 4, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5990.83}, {""month"": 5, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 8352.9}, {""month"": 6, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5383.03}, {""month"": 7, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9724.55}, {""month"": 8, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12588.41}, {""month"": 9, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11153.48}, {""month"": 10, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5190.04}, {""month"": 11, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6495.2}, {""month"": 12, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11088.8}, {""month"": 13, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 12761.73}, {""month"": 14, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 6218.48}, {""month"": 15, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11389.52}, {""month"": 16, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 5628.07}, {""month"": 17, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 9998.29}, {""month"": 18, ""status"": ""paid"", ""days_late"": 0, ""amount_paid"": 11319.55}]",747,Mérida
